Year,Gender,Believer (Frequency),Believer (Ratio),Denier (Frequency),Denier (Ratio),Neutral (Frequency),Neutral (Ratio),Total Tweets
2012,Male,47702,0.36682841301455715,16032,0.1232860910957482,66305,0.5098854958896947,130039
2012,Female,20876,0.34250463487063376,5505,0.09031845252744007,34570,0.5671769126019262,60951
2012,Undefined,2474,0.3212569796130373,650,0.08440462277626282,4577,0.5943383976107,7701
