Year,Gender,Believer (Frequency),Believer (Ratio),Denier (Frequency),Denier (Ratio),Neutral (Frequency),Neutral (Ratio),Total Tweets
2008,Male,9144,0.41778224516836476,2372,0.10837483437657057,10371,0.47384292045506465,21887
2008,Female,3163,0.43022306855277476,765,0.10405331882480957,3424,0.4657236126224157,7352
2008,Undefined,278,0.37516869095816463,72,0.09716599190283401,391,0.5276653171390013,741
