Year,Gender,Believer (Frequency),Believer (Ratio),Denier (Frequency),Denier (Ratio),Neutral (Frequency),Neutral (Ratio),Total Tweets
2011,Male,67513,0.32865675855925147,30096,0.1465088768918465,107812,0.524834364548902,205421
2011,Female,30263,0.2989942301612393,11170,0.11035804615871009,59783,0.5906477236800506,101216
2011,Undefined,3269,0.2911730649327514,1089,0.096998307651198,6869,0.6118286274160506,11227
