Year,Gender,Believer (Frequency),Believer (Ratio),Denier (Frequency),Denier (Ratio),Neutral (Frequency),Neutral (Ratio),Total Tweets
2016,Male,573014,0.6980025190819238,57921,0.07055500198554329,189999,0.23144247893253295,820934
2016,Female,232566,0.7187057696467752,17720,0.0547606539139034,73304,0.22653357643932137,323590
2016,Undefined,22683,0.654783211130997,2277,0.06572946134749726,9682,0.2794873275215057,34642
