Year,Gender,Believer (Frequency),Believer (Ratio),Denier (Frequency),Denier (Ratio),Neutral (Frequency),Neutral (Ratio),Total Tweets
2007,Male,1259,0.3986700443318556,251,0.07948068397720076,1648,0.5218492716909436,3158
2007,Female,306,0.4383954154727794,28,0.04011461318051576,364,0.5214899713467048,698
2007,Undefined,45,0.42857142857142855,7,0.06666666666666667,53,0.5047619047619047,105
