Year,Gender,Believer (Frequency),Believer (Ratio),Denier (Frequency),Denier (Ratio),Neutral (Frequency),Neutral (Ratio),Total Tweets
2018,Male,3171998,0.7870351508679351,280749,0.06965935400054536,577566,0.14330549513151955,4030313
2018,Female,1629544,0.8133782763235197,94370,0.047104286804560386,279513,0.13951743687191998,2003427
2018,Undefined,168402,0.7462973631730556,11482,0.050884112563704856,45766,0.20281852426323954,225650
