Year,Gender,Believer (Frequency),Believer (Ratio),Denier (Frequency),Denier (Ratio),Neutral (Frequency),Neutral (Ratio),Total Tweets
2019,Male,1013644,0.7529747003757282,112035,0.08322401213502444,220507,0.1638012874892474,1346186
2019,Female,550497,0.7677396950780714,39716,0.055389129695022285,126823,0.17687117522690632,717036
2019,Undefined,66553,0.5923773242307453,4539,0.040400893643913166,41257,0.36722178212534157,112349
