Year,Gender,Believer (Frequency),Believer (Ratio),Denier (Frequency),Denier (Ratio),Neutral (Frequency),Neutral (Ratio),Total Tweets
2017,Male,1330735,0.7592806451576092,130178,0.07427597216976126,291713,0.16644338267262954,1752626
2017,Female,705023,0.7971135256142097,45548,0.05149750698158219,133899,0.15138896740420818,884470
2017,Undefined,74418,0.7409347059877736,5875,0.058493797168402396,20145,0.20057149684382405,100438
