Year,Gender,Believer (Frequency),Believer (Ratio),Denier (Frequency),Denier (Ratio),Neutral (Frequency),Neutral (Ratio),Total Tweets
2009,Male,166051,0.4854398166419636,43315,0.1266287204403867,132697,0.3879314629176497,342063
2009,Female,66983,0.494412459403602,15100,0.11145556539710659,53397,0.3941319751992914,135480
2009,Undefined,5580,0.4841228526808954,1344,0.1166059344091619,4602,0.3992712129099427,11526
