Year,Gender,Believer (Frequency),Believer (Ratio),Denier (Frequency),Denier (Ratio),Neutral (Frequency),Neutral (Ratio),Total Tweets
2010,Male,124924,0.41220880353725337,45769,0.15102289975582392,132367,0.43676829670692274,303060
2010,Female,51833,0.39224633732897446,16958,0.12832970093231627,63353,0.47942396173870927,132144
2010,Undefined,4683,0.3692344082630293,1448,0.1141685721043917,6552,0.5165970196325791,12683
