Year,Gender,Believer (Frequency),Believer (Ratio),Denier (Frequency),Denier (Ratio),Neutral (Frequency),Neutral (Ratio),Total Tweets
2015,Male,602619,0.6778303812760041,68274,0.0767951084370687,218148,0.24537451028692714,889041
2015,Female,232774,0.6979165105073952,19006,0.05698489177787705,81747,0.24509859771472775,333527
2015,Undefined,24382,0.6627164252126879,2358,0.06409176157212362,10051,0.2731918132151885,36791
